CoCA (GCoNet_ext-epCoCA): 0.0000 max-Emeasure || 0.6212 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7983 max-Emeasure || 0.7724 S-measure  || 0.6230 max-fm || 0.0693 mae || 0.7641 mean-Emeasure || 0.6037 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8081 max-Emeasure || 0.7803 S-measure  || 0.6385 max-fm || 0.0636 mae || 0.7682 mean-Emeasure || 0.6142 mean-fm. # 160(8634)
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9548 max-Emeasure || 0.9204 S-measure  || 0.9240 max-fm || 0.0397 mae || 0.9446 mean-Emeasure || 0.9046 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9045 max-Emeasure || 0.8664 S-measure  || 0.8607 max-fm || 0.0608 mae || 0.8882 mean-Emeasure || 0.8437 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7953 max-Emeasure || 0.7700 S-measure  || 0.6225 max-fm || 0.0704 mae || 0.7546 mean-Emeasure || 0.5987 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8079 max-Emeasure || 0.7746 S-measure  || 0.6295 max-fm || 0.0633 mae || 0.7627 mean-Emeasure || 0.6049 mean-fm. # 72(8616)
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9531 max-Emeasure || 0.9174 S-measure  || 0.9207 max-fm || 0.0433 mae || 0.9415 mean-Emeasure || 0.9015 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9153 max-Emeasure || 0.8712 S-measure  || 0.8678 max-fm || 0.0596 mae || 0.8954 mean-Emeasure || 0.8496 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8159 max-Emeasure || 0.7818 S-measure  || 0.6408 max-fm || 0.0610 mae || 0.7745 mean-Emeasure || 0.6173 mean-fm. # 67(8613)
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9575 max-Emeasure || 0.9197 S-measure  || 0.9224 max-fm || 0.0396 mae || 0.9463 mean-Emeasure || 0.9033 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.8995 max-Emeasure || 0.8605 S-measure  || 0.8531 max-fm || 0.0631 mae || 0.8821 mean-Emeasure || 0.8368 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8175 max-Emeasure || 0.7849 S-measure  || 0.6511 max-fm || 0.0593 mae || 0.7772 mean-Emeasure || 0.6212 mean-fm.  # 65
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9542 max-Emeasure || 0.9151 S-measure  || 0.9172 max-fm || 0.0431 mae || 0.9402 mean-Emeasure || 0.8937 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9004 max-Emeasure || 0.8587 S-measure  || 0.8510 max-fm || 0.0658 mae || 0.8809 mean-Emeasure || 0.8321 mean-fm.

# 0708 99-8585
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9007 max-Emeasure || 0.8631 S-measure  || 0.8547 max-fm || 0.0634 mae || 0.8825 mean-Emeasure || 0.8366 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9464 max-Emeasure || 0.9122 S-measure  || 0.9136 max-fm || 0.0472 mae || 0.9346 mean-Emeasure || 0.8930 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7969 max-Emeasure || 0.7701 S-measure  || 0.6276 max-fm || 0.0663 mae || 0.7599 mean-Emeasure || 0.6058 mean-fm.

# 0708_2 53-8421
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7752 max-Emeasure || 0.7431 S-measure  || 0.5987 max-fm || 0.0846 mae || 0.7177 mean-Emeasure || 0.5574 mean-fm.

#0708_3 193-8643
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7930 max-Emeasure || 0.7679 S-measure  || 0.6177 max-fm || 0.0673 mae || 0.7483 mean-Emeasure || 0.5918 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9434 max-Emeasure || 0.9137 S-measure  || 0.9154 max-fm || 0.0471 mae || 0.9331 mean-Emeasure || 0.8988 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9094 max-Emeasure || 0.8746 S-measure  || 0.8673 max-fm || 0.0561 mae || 0.8914 mean-Emeasure || 0.8501 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7909 max-Emeasure || 0.7613 S-measure  || 0.6136 max-fm || 0.0731 mae || 0.7471 mean-Emeasure || 0.5883 mean-fm. # 159-8639
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8164 max-Emeasure || 0.7760 S-measure  || 0.6324 max-fm || 0.0629 mae || 0.7623 mean-Emeasure || 0.6026 mean-fm. # 71-8633
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9507 max-Emeasure || 0.9169 S-measure  || 0.9176 max-fm || 0.0424 mae || 0.9392 mean-Emeasure || 0.8976 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9069 max-Emeasure || 0.8696 S-measure  || 0.8619 max-fm || 0.0596 mae || 0.8901 mean-Emeasure || 0.8438 mean-fm.

# 0710 146-8648
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7974 max-Emeasure || 0.7623 S-measure  || 0.6196 max-fm || 0.0720 mae || 0.7447 mean-Emeasure || 0.5811 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8313 max-Emeasure || 0.7627 S-measure  || 0.6322 max-fm || 0.0694 mae || 0.7449 mean-Emeasure || 0.5835 mean-fm. 77-8636
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8298 max-Emeasure || 0.7595 S-measure  || 0.6371 max-fm || 0.0714 mae || 0.7442 mean-Emeasure || 0.5801 mean-fm.  71-8626

# 0707 128-8622
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7992 max-Emeasure || 0.7726 S-measure  || 0.6226 max-fm || 0.0645 mae || 0.7574 mean-Emeasure || 0.6011 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9533 max-Emeasure || 0.9204 S-measure  || 0.9215 max-fm || 0.0402 mae || 0.9427 mean-Emeasure || 0.9036 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9057 max-Emeasure || 0.8676 S-measure  || 0.8632 max-fm || 0.0611 mae || 0.8888 mean-Emeasure || 0.8459 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7906 max-Emeasure || 0.7597 S-measure  || 0.6064 max-fm || 0.0716 mae || 0.7431 mean-Emeasure || 0.5821 mean-fm. # 71-8610
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8062 max-Emeasure || 0.7784 S-measure  || 0.6318 max-fm || 0.0618 mae || 0.7648 mean-Emeasure || 0.6080 mean-fm. # 72-8613
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9530 max-Emeasure || 0.9170 S-measure  || 0.9196 max-fm || 0.0429 mae || 0.9412 mean-Emeasure || 0.8999 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9055 max-Emeasure || 0.8661 S-measure  || 0.8586 max-fm || 0.0608 mae || 0.8878 mean-Emeasure || 0.8408 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7896 max-Emeasure || 0.7707 S-measure  || 0.6192 max-fm || 0.0694 mae || 0.7551 mean-Emeasure || 0.5962 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9492 max-Emeasure || 0.9155 S-measure  || 0.9188 max-fm || 0.0445 mae || 0.9382 mean-Emeasure || 0.9003 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9004 max-Emeasure || 0.8647 S-measure  || 0.8561 max-fm || 0.0609 mae || 0.8834 mean-Emeasure || 0.8389 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7921 max-Emeasure || 0.7595 S-measure  || 0.6063 max-fm || 0.0716 mae || 0.7387 mean-Emeasure || 0.5822 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8042 max-Emeasure || 0.7760 S-measure  || 0.6329 max-fm || 0.0647 mae || 0.7689 mean-Emeasure || 0.6126 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9510 max-Emeasure || 0.9152 S-measure  || 0.9174 max-fm || 0.0435 mae || 0.9402 mean-Emeasure || 0.8990 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9052 max-Emeasure || 0.8623 S-measure  || 0.8582 max-fm || 0.0626 mae || 0.8861 mean-Emeasure || 0.8416 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.0000 max-Emeasure || 0.4460 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.7699 max-Emeasure || 0.6408 S-measure  || 0.5908 max-fm || 0.1538 mae || 0.6780 mean-Emeasure || 0.5453 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.0000 max-Emeasure || 0.3943 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.0000 max-Emeasure || 0.6736 S-measure  || 0.0000 max-fm || 1.0000 mae || 0.0000 mean-Emeasure || 0.0000 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7671 max-Emeasure || 0.6324 S-measure  || 0.4343 max-fm || 0.0541 mae || 0.6456 mean-Emeasure || 0.3913 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.8939 max-Emeasure || 0.8543 S-measure  || 0.8440 max-fm || 0.0716 mae || 0.8850 mean-Emeasure || 0.8325 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9895 max-Emeasure || 0.9641 S-measure  || 0.9721 max-fm || 0.0175 mae || 0.9750 mean-Emeasure || 0.9516 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.9915 max-Emeasure || 0.9660 S-measure  || 0.9621 max-fm || 0.0063 mae || 0.9690 mean-Emeasure || 0.9344 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9819 max-Emeasure || 0.9483 S-measure  || 0.9560 max-fm || 0.0252 mae || 0.9558 mean-Emeasure || 0.9279 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.8884 max-Emeasure || 0.8365 S-measure  || 0.8227 max-fm || 0.0913 mae || 0.8675 mean-Emeasure || 0.7937 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.8884 max-Emeasure || 0.8365 S-measure  || 0.8227 max-fm || 0.0913 mae || 0.8675 mean-Emeasure || 0.7937 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9893 max-Emeasure || 0.9635 S-measure  || 0.9722 max-fm || 0.0179 mae || 0.9747 mean-Emeasure || 0.9488 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9893 max-Emeasure || 0.9635 S-measure  || 0.9722 max-fm || 0.0179 mae || 0.9747 mean-Emeasure || 0.9488 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.8884 max-Emeasure || 0.8365 S-measure  || 0.8227 max-fm || 0.0913 mae || 0.8675 mean-Emeasure || 0.7937 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9357 max-Emeasure || 0.8887 S-measure  || 0.8892 max-fm || 0.0615 mae || 0.9154 mean-Emeasure || 0.8590 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9424 max-Emeasure || 0.9067 S-measure  || 0.9061 max-fm || 0.0500 mae || 0.9286 mean-Emeasure || 0.8840 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8234 max-Emeasure || 0.7873 S-measure  || 0.6526 max-fm || 0.0598 mae || 0.7788 mean-Emeasure || 0.6265 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9037 max-Emeasure || 0.8657 S-measure  || 0.8564 max-fm || 0.0626 mae || 0.8848 mean-Emeasure || 0.8373 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9084 max-Emeasure || 0.8672 S-measure  || 0.8600 max-fm || 0.0632 mae || 0.8873 mean-Emeasure || 0.8376 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9465 max-Emeasure || 0.9083 S-measure  || 0.9112 max-fm || 0.0502 mae || 0.9302 mean-Emeasure || 0.8855 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8259 max-Emeasure || 0.7772 S-measure  || 0.6396 max-fm || 0.0622 mae || 0.7655 mean-Emeasure || 0.6050 mean-fm.

# 0707 0715paode best 197-8635
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8192 max-Emeasure || 0.7920 S-measure  || 0.6479 max-fm || 0.0547 mae || 0.7876 mean-Emeasure || 0.6281 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9441 max-Emeasure || 0.9112 S-measure  || 0.9151 max-fm || 0.0464 mae || 0.9345 mean-Emeasure || 0.8979 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9070 max-Emeasure || 0.8669 S-measure  || 0.8660 max-fm || 0.0594 mae || 0.8868 mean-Emeasure || 0.8506 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9085 max-Emeasure || 0.8723 S-measure  || 0.8645 max-fm || 0.0585 mae || 0.8916 mean-Emeasure || 0.8468 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9463 max-Emeasure || 0.9135 S-measure  || 0.9151 max-fm || 0.0464 mae || 0.9351 mean-Emeasure || 0.8959 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7876 max-Emeasure || 0.7607 S-measure  || 0.6123 max-fm || 0.0736 mae || 0.7482 mean-Emeasure || 0.5896 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7900 max-Emeasure || 0.7633 S-measure  || 0.6080 max-fm || 0.0707 mae || 0.7477 mean-Emeasure || 0.5849 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7932 max-Emeasure || 0.7606 S-measure  || 0.6071 max-fm || 0.0700 mae || 0.7533 mean-Emeasure || 0.5853 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8049 max-Emeasure || 0.7739 S-measure  || 0.6204 max-fm || 0.0644 mae || 0.7654 mean-Emeasure || 0.6023 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9509 max-Emeasure || 0.9147 S-measure  || 0.9194 max-fm || 0.0428 mae || 0.9399 mean-Emeasure || 0.9011 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9042 max-Emeasure || 0.8656 S-measure  || 0.8604 max-fm || 0.0613 mae || 0.8849 mean-Emeasure || 0.8425 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9068 max-Emeasure || 0.8694 S-measure  || 0.8595 max-fm || 0.0597 mae || 0.8887 mean-Emeasure || 0.8399 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9449 max-Emeasure || 0.9090 S-measure  || 0.9102 max-fm || 0.0488 mae || 0.9312 mean-Emeasure || 0.8874 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7954 max-Emeasure || 0.7666 S-measure  || 0.6201 max-fm || 0.0707 mae || 0.7529 mean-Emeasure || 0.5969 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7448 max-Emeasure || 0.7046 S-measure  || 0.5352 max-fm || 0.5010 mae || 0.7208 mean-Emeasure || 0.5094 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7814 max-Emeasure || 0.7359 S-measure  || 0.6041 max-fm || 0.0878 mae || 0.7133 mean-Emeasure || 0.5548 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9438 max-Emeasure || 0.9108 S-measure  || 0.9113 max-fm || 0.0522 mae || 0.9250 mean-Emeasure || 0.8867 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9551 max-Emeasure || 0.9219 S-measure  || 0.9236 max-fm || 0.0460 mae || 0.9315 mean-Emeasure || 0.8926 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9200 max-Emeasure || 0.8566 S-measure  || 0.8560 max-fm || 0.4600 mae || 0.9031 mean-Emeasure || 0.8338 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9479 max-Emeasure || 0.9129 S-measure  || 0.9154 max-fm || 0.0501 mae || 0.9281 mean-Emeasure || 0.8867 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8103 max-Emeasure || 0.7621 S-measure  || 0.6116 max-fm || 0.0728 mae || 0.7444 mean-Emeasure || 0.5771 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9109 max-Emeasure || 0.8701 S-measure  || 0.8598 max-fm || 0.0639 mae || 0.8773 mean-Emeasure || 0.8303 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9019 max-Emeasure || 0.8554 S-measure  || 0.8472 max-fm || 0.0774 mae || 0.8507 mean-Emeasure || 0.8054 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9093 max-Emeasure || 0.8712 S-measure  || 0.8618 max-fm || 0.0640 mae || 0.8812 mean-Emeasure || 0.8382 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9451 max-Emeasure || 0.9133 S-measure  || 0.9156 max-fm || 0.0509 mae || 0.9278 mean-Emeasure || 0.8899 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7940 max-Emeasure || 0.7344 S-measure  || 0.6120 max-fm || 0.0838 mae || 0.7198 mean-Emeasure || 0.5544 mean-fm.


# 0718
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8029 max-Emeasure || 0.7656 S-measure  || 0.6250 max-fm || 0.0683 mae || 0.7513 mean-Emeasure || 0.5935 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9408 max-Emeasure || 0.9100 S-measure  || 0.9122 max-fm || 0.0492 mae || 0.9289 mean-Emeasure || 0.8934 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9150 max-Emeasure || 0.8727 S-measure  || 0.8696 max-fm || 0.0614 mae || 0.8913 mean-Emeasure || 0.8489 mean-fm.

# t3_student l4+l5
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9249 max-Emeasure || 0.8842 S-measure  || 0.8821 max-fm || 0.0567 mae || 0.8976 mean-Emeasure || 0.8564 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9416 max-Emeasure || 0.9107 S-measure  || 0.9129 max-fm || 0.0523 mae || 0.9239 mean-Emeasure || 0.8874 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7730 max-Emeasure || 0.7494 S-measure  || 0.6018 max-fm || 0.0800 mae || 0.7310 mean-Emeasure || 0.5706 mean-fm.

# t3_student l1~l5
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7947 max-Emeasure || 0.7575 S-measure  || 0.6133 max-fm || 0.0724 mae || 0.7424 mean-Emeasure || 0.5724 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9486 max-Emeasure || 0.9141 S-measure  || 0.9162 max-fm || 0.0518 mae || 0.9249 mean-Emeasure || 0.8833 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9133 max-Emeasure || 0.8764 S-measure  || 0.8642 max-fm || 0.0635 mae || 0.8837 mean-Emeasure || 0.8353 mean-fm.
# 100
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9145 max-Emeasure || 0.8767 S-measure  || 0.8671 max-fm || 0.0629 mae || 0.8844 mean-Emeasure || 0.8371 mean-fm.
# 199
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9070 max-Emeasure || 0.8619 S-measure  || 0.8589 max-fm || 0.0677 mae || 0.8705 mean-Emeasure || 0.8347 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9482 max-Emeasure || 0.9156 S-measure  || 0.9210 max-fm || 0.0485 mae || 0.9298 mean-Emeasure || 0.8946 mean-fm.
# 96
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9098 max-Emeasure || 0.8684 S-measure  || 0.8603 max-fm || 0.0655 mae || 0.8718 mean-Emeasure || 0.8304 mean-fm.
# 97
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9080 max-Emeasure || 0.8609 S-measure  || 0.8581 max-fm || 0.0783 mae || 0.8522 mean-Emeasure || 0.8128 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9461 max-Emeasure || 0.9081 S-measure  || 0.9097 max-fm || 0.0594 mae || 0.9071 mean-Emeasure || 0.8734 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8128 max-Emeasure || 0.7619 S-measure  || 0.6279 max-fm || 0.0699 mae || 0.7494 mean-Emeasure || 0.5819 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7769 max-Emeasure || 0.7502 S-measure  || 0.6066 max-fm || 0.0815 mae || 0.7284 mean-Emeasure || 0.5717 mean-fm.

# 0719 156-8639
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8031 max-Emeasure || 0.7741 S-measure  || 0.6302 max-fm || 0.0647 mae || 0.7572 mean-Emeasure || 0.6017 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9472 max-Emeasure || 0.9157 S-measure  || 0.9192 max-fm || 0.0456 mae || 0.9363 mean-Emeasure || 0.8990 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9050 max-Emeasure || 0.8689 S-measure  || 0.8597 max-fm || 0.0602 mae || 0.8875 mean-Emeasure || 0.8422 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7839 max-Emeasure || 0.7539 S-measure  || 0.6043 max-fm || 0.0796 mae || 0.7364 mean-Emeasure || 0.5780 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7994 max-Emeasure || 0.7659 S-measure  || 0.6229 max-fm || 0.0688 mae || 0.7549 mean-Emeasure || 0.5941 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7897 max-Emeasure || 0.7616 S-measure  || 0.6103 max-fm || 0.0726 mae || 0.7486 mean-Emeasure || 0.5847 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8038 max-Emeasure || 0.7749 S-measure  || 0.6367 max-fm || 0.0680 mae || 0.7628 mean-Emeasure || 0.6082 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7953 max-Emeasure || 0.7473 S-measure  || 0.6016 max-fm || 0.0770 mae || 0.7301 mean-Emeasure || 0.5652 mean-fm.

# 0720 93-8654
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8218 max-Emeasure || 0.7775 S-measure  || 0.6379 max-fm || 0.0613 mae || 0.7654 mean-Emeasure || 0.6089 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9545 max-Emeasure || 0.9207 S-measure  || 0.9252 max-fm || 0.0420 mae || 0.9405 mean-Emeasure || 0.9022 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9078 max-Emeasure || 0.8703 S-measure  || 0.8617 max-fm || 0.0608 mae || 0.8881 mean-Emeasure || 0.8431 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9072 max-Emeasure || 0.8720 S-measure  || 0.8618 max-fm || 0.0584 mae || 0.8878 mean-Emeasure || 0.8441 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9528 max-Emeasure || 0.9184 S-measure  || 0.9248 max-fm || 0.0432 mae || 0.9398 mean-Emeasure || 0.9024 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8012 max-Emeasure || 0.7604 S-measure  || 0.6170 max-fm || 0.0729 mae || 0.7462 mean-Emeasure || 0.5862 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7903 max-Emeasure || 0.7489 S-measure  || 0.6144 max-fm || 0.0805 mae || 0.7246 mean-Emeasure || 0.5663 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8166 max-Emeasure || 0.7709 S-measure  || 0.6375 max-fm || 0.0652 mae || 0.7607 mean-Emeasure || 0.5999 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9532 max-Emeasure || 0.9193 S-measure  || 0.9233 max-fm || 0.0419 mae || 0.9409 mean-Emeasure || 0.9021 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9050 max-Emeasure || 0.8668 S-measure  || 0.8571 max-fm || 0.0608 mae || 0.8831 mean-Emeasure || 0.8399 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9060 max-Emeasure || 0.8691 S-measure  || 0.8566 max-fm || 0.0603 mae || 0.8839 mean-Emeasure || 0.8380 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9077 max-Emeasure || 0.8686 S-measure  || 0.8606 max-fm || 0.0589 mae || 0.8910 mean-Emeasure || 0.8439 mean-fm.

# 0721 72-8652
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9241 max-Emeasure || 0.8824 S-measure  || 0.8770 max-fm || 0.0545 mae || 0.9057 mean-Emeasure || 0.8577 mean-fm.
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9425 max-Emeasure || 0.9110 S-measure  || 0.9113 max-fm || 0.0487 mae || 0.9311 mean-Emeasure || 0.8931 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8011 max-Emeasure || 0.7556 S-measure  || 0.6145 max-fm || 0.0734 mae || 0.7382 mean-Emeasure || 0.5764 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8045 max-Emeasure || 0.7571 S-measure  || 0.6282 max-fm || 0.0751 mae || 0.7399 mean-Emeasure || 0.5815 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.7996 max-Emeasure || 0.7537 S-measure  || 0.6272 max-fm || 0.0798 mae || 0.7349 mean-Emeasure || 0.5762 mean-fm.
RGBD_CoSeg183 (M-epRGBD_CoSal1k): 0.8388 max-Emeasure || 0.7797 S-measure  || 0.6537 max-fm || 0.0612 mae || 0.7645 mean-Emeasure || 0.6078 mean-fm. # ep23
RGBD_CoSal150 (M-epRGBD_CoSal1k): 0.9392 max-Emeasure || 0.9010 S-measure  || 0.9055 max-fm || 0.0549 mae || 0.9237 mean-Emeasure || 0.8788 mean-fm.
RGBD_CoSal1k (M-epRGBD_CoSal1k): 0.9179 max-Emeasure || 0.8749 S-measure  || 0.8686 max-fm || 0.0585 mae || 0.8989 mean-Emeasure || 0.8475 mean-fm.

# 0721_2 193_8656
